inquiry_id,question,sql
inquiry_dOjUoaAk,Which job categories have the highest and lowest fill rates?,"WITH hiredJobIds AS( SELECT job_id, FROM( SELECT JSON_EXTRACT_SCALAR(DATA, '$.dms.jobId') AS job_id, FROM `draftboard-368620.JEDIFY.analytic_events` AS ae WHERE event_name = 'Hired' AND created_at >= '2024-11-19' AND created_at < '2024-11-26' UNION ALL SELECT JSON_EXTRACT_SCALAR(DATA, '$.dms.jobId') AS job_id, FROM `draftboard-368620.JEDIFY.records` AS r WHERE event_name = 'Hired' UNION ALL SELECT JSON_EXTRACT_SCALAR(DATA, '$.dms.job_id') AS job_id, FROM `draftboard-368620.JEDIFY.analytic_events` AS ae WHERE event_name = 'Hired' UNION ALL SELECT JSON_EXTRACT_SCALAR(DATA, '$.dms.job_id') AS job_id, FROM `draftboard-368620.JEDIFY.records` AS r WHERE event_name = 'Hired' AND created_at >= '2024-11-19' AND created_at < '2024-11-26') WHERE job_id IS NOT NULL) SELECT j.function AS job_category, COUNT(*) AS total_jobs, COUNT(DISTINCT hiredJobIds.job_id) AS filled_jobs, SAFE_DIVIDE(COUNT(DISTINCT hiredJobIds.job_id), COUNT(*)) AS fill_rate FROM `draftboard-368620.JEDIFY.jobs` AS j LEFT JOIN hiredJobIds ON j.id=hiredJobIds.job_id GROUP BY j.function ORDER BY filled_jobs DESC"
inquiry_gdltGKQe,Show me scouts that have placed a candidate in the past but have not placed anybody in the last 60 days.,"WITH RecentActivity AS (SELECT ja.scout_id, MAX(CAST(ja.created_at AS TIMESTAMP)) as LastPlacementDate FROM `draftboard-368620.JEDIFY.job_applications` AS ja LEFT OUTER JOIN `draftboard-368620.JEDIFY.jobs` AS j ON ja.job_id = j.id WHERE ja.status = 100 GROUP BY ja.scout_id), PlacedScouts AS (SELECT scout_id FROM RecentActivity WHERE LastPlacementDate >= '2024-11-18' AND LastPlacementDate < '2024-11-25'), HistoricPlacements AS (SELECT scout_id, COUNT(*) as PlacementsBefore60Days FROM `draftboard-368620.JEDIFY.job_applications` AS ja WHERE status = 100 AND CAST(created_at AS TIMESTAMP) < '2024-11-18' GROUP BY scout_id) SELECT h.scout_id, u.name, h.PlacementsBefore60Days FROM HistoricPlacements h LEFT JOIN PlacedScouts p ON h.scout_id = p.scout_id LEFT JOIN `draftboard-368620.JEDIFY.users` u ON h.scout_id = u.id WHERE p.scout_id IS NULL;"
inquiry_jgBGakhc,What is the trend in offered salary?,"\n    SELECT \n        t.currency, \n        FORMAT_TIMESTAMP('%m/%d/%Y', CAST(t.created_at AS date)) AS date, \n        COALESCE(CAST(ROUND(AVG((t.min_amount + t.max_amount) / 2), 2) AS FLOAT64), 0) AS avg_offered_salary \n    FROM `draftboard-368620.JEDIFY.job_salaries` AS t \n    LEFT OUTER JOIN `draftboard-368620.JEDIFY.jobs` AS j ON t.job_id = j.id \n    LEFT OUTER JOIN `draftboard-368620.JEDIFY.company_industries` AS ci ON j.company_id = ci.company_id \n    WHERE t.currency = 'USD' \n    AND t.created_at >= '2024-08-01'\n    AND t.created_at < '2024-11-21'\n    GROUP BY t.currency, date, t.created_at \n    ORDER BY t.created_at desc\n    "
inquiry_qpHjaPCN,How has the average time to fill a job changed over time?,"\nDECLARE start_date DATE DEFAULT '2024-10-01';\nDECLARE end_date DATE DEFAULT '2024-10-31';\nDECLARE days_diff INT64 DEFAULT DATE_DIFF(end_date, start_date, DAY);\n\nWITH JobData AS (\n    SELECT \n        j.created_at,\n        DATE_DIFF(ja.last_activity_at, j.created_at, DAY) AS days_to_fill\n    FROM \n        `draftboard-368620.JEDIFY.jobs` j\n    JOIN `draftboard-368620.JEDIFY.job_applications` ja ON j.id = ja.job_id\n    WHERE \n        ja.highest_status IN (100, 35, 50)\n        AND j.created_at >= start_date \n        AND j.created_at < end_date\n),\nBucketedData AS (\n    SELECT\n        CASE \n            WHEN days_diff < 30 THEN FORMAT_TIMESTAMP('%m/%d/%Y', CAST(j.created_at AS TIMESTAMP))\n            WHEN days_diff <= 90 THEN FORMAT_TIMESTAMP('%m/%d/%Y', DATE_TRUNC(CAST(j.created_at AS TIMESTAMP), WEEK(MONDAY)))\n            ELSE FORMAT_TIMESTAMP('%m/%d/%Y', DATE_TRUNC(CAST(j.created_at AS TIMESTAMP), MONTH))\n        END AS bucket,\n        j.days_to_fill\n    FROM \n        JobData j\n)\n\nSELECT\n    bucket AS date,\n    AVG(days_to_fill) AS average_days_to_fill\nFROM \n    BucketedData\nGROUP BY \n    date\nORDER BY \n    date DESC;\n    "
inquiry_jElrPtuj,List the monthly active scouts that are not power scouts for each selected month,"\n    select month, count(distinct scout_id ) over (partition by month) as total_monthly_active_scouts,scout_id,scout_name,scout_email,total_scout_monthly_events,scout_approved_events,scout_declined_events,scout_Link_shared_events,involved_company_names,involved_job_names,involved_candidate_names from (select distinct e.month, e.scout_id,max(u.name) as scout_name,max(con.email) as scout_email, count(DISTINCT event_id) as total_scout_monthly_events, sum(approved) as scout_approved_events, sum(declined) as scout_declined_events, sum(Link_shared) as scout_Link_shared_events, STRING_AGG(distinct co.name, ', ') AS involved_company_names, STRING_AGG(distinct j.title, ', ') AS involved_job_names, STRING_AGG(distinct concat(ca.first_name,"" "",ca.last_name), ', ') AS involved_candidate_names,  from  (select distinct  JSON_EXTRACT_SCALAR(DATA, '$.dms.scout_id') AS scout_id ,JSON_EXTRACT_SCALAR(DATA, '$.dms.contact_id') AS contact_id,JSON_EXTRACT_SCALAR(DATA, '$.dms.job_id') as job_id, id AS event_id, created_at AS event_date, cast(DATE_TRUNC(created_at, MONTH) as date) as month, (case when event_name = ""Approved"" then 1 else 0 end) as approved, (case when event_name = ""Declined"" then 1 else 0 end) as declined, (case when event_name in (""LinkShared"",""WatchlistShared"") then 1 else 0 end) as Link_shared   FROM `draftboard-368620.JEDIFY.analytic_events`   where event_name in (""Approved"",""Declined"",""LinkShared"",""WatchlistShared"") and JSON_EXTRACT_SCALAR(DATA, '$.dms.scout_id') is not null and created_at >= '2024-06-01' AND created_at < '2024-11-20') e left join `JEDIFY.jobs` j on e.job_id = j.id left join `JEDIFY.companies` co on j.company_id = co.id left join `JEDIFY.candidates` ca on e.contact_id = ca.contact_id left join `JEDIFY.users` u on e.scout_id = u.id left join `JEDIFY.user_roles` ur on e.scout_id = ur.user_id left join `JEDIFY.contacts` con on u.contact_id = con.id where ur.role = 10 group by e.month,e.scout_id) q1   where total_scout_monthly_events <= 5 order by month desc, total_scout_monthly_events desc\n    "
inquiry_sEPZyMZX,List the monthly power scouts for each selected month,"\n    select month, count(distinct scout_id ) over (partition by month) as total_monthly_power_scouts,scout_id,scout_name,scout_email,total_scout_monthly_events,scout_approved_events,scout_declined_events,scout_Link_shared_events,involved_company_names,involved_job_names,involved_candidate_names from (select distinct e.month, e.scout_id,max(u.name) as scout_name,max(con.email) as scout_email, count(DISTINCT event_id) as total_scout_monthly_events, sum(approved) as scout_approved_events, sum(declined) as scout_declined_events, sum(Link_shared) as scout_Link_shared_events, STRING_AGG(distinct co.name, ', ') AS involved_company_names, STRING_AGG(distinct j.title, ', ') AS involved_job_names, STRING_AGG(distinct concat(ca.first_name,"" "",ca.last_name), ', ') AS involved_candidate_names,  from  (select distinct  JSON_EXTRACT_SCALAR(DATA, '$.dms.scout_id') AS scout_id ,JSON_EXTRACT_SCALAR(DATA, '$.dms.contact_id') AS contact_id,JSON_EXTRACT_SCALAR(DATA, '$.dms.job_id') as job_id, id AS event_id, created_at AS event_date, cast(DATE_TRUNC(created_at, MONTH) as date) as month, (case when event_name = ""Approved"" then 1 else 0 end) as approved, (case when event_name = ""Declined"" then 1 else 0 end) as declined, (case when event_name in (""LinkShared"",""WatchlistShared"") then 1 else 0 end) as Link_shared   FROM `draftboard-368620.JEDIFY.analytic_events`   where event_name in (""Approved"",""Declined"",""LinkShared"",""WatchlistShared"") and JSON_EXTRACT_SCALAR(DATA, '$.dms.scout_id') is not null and created_at >= '2024-10-01' AND created_at < '2024-11-20') e left join `JEDIFY.jobs` j on e.job_id = j.id left join `JEDIFY.companies` co on j.company_id = co.id left join `JEDIFY.candidates` ca on e.contact_id = ca.contact_id left join `JEDIFY.users` u on e.scout_id = u.id left join `JEDIFY.user_roles` ur on e.scout_id = ur.user_id left join `JEDIFY.contacts` con on u.contact_id = con.id where ur.role = 10 group by e.month,e.scout_id) q1   where total_scout_monthly_events > 5 order by month desc, total_scout_monthly_events desc\n    "
inquiry_urAkdSoB,How many scouts submitted applicants?,"\n    SELECT 'Total Scouts' as status, count(distinct id) as `Count` \n    FROM `draftboard-368620.JEDIFY.user_roles` \n    WHERE role=10 \n    AND created_at >= '2024-08-01' \n    AND created_at < '2024-09-01' \n    UNION ALL \n    SELECT 'Scouts With Applications' as status, count(distinct `scout_id`) as `Count` \n    FROM `draftboard-368620.JEDIFY.job_applications`\n    WHERE created_at >= '2024-08-01' \n    AND created_at < '2024-09-01'\n    "
inquiry_fBFvpESb,List the top 5 companies by number of jobs posted.,"\n    SELECT c.name, COUNT(DISTINCT j.id) AS job_count \n    FROM `draftboard-368620.JEDIFY.jobs` AS j \n    JOIN `draftboard-368620.JEDIFY.companies` AS c ON j.company_id=c.id \n    WHERE j.status='active' \n    AND j.created_at >= '2024-11-06' \n    AND j.created_at < '2024-11-13'\n    GROUP BY c.name \n    ORDER BY job_count DESC \n    LIMIT 5\n    "
inquiry_kRrYoobu,What is the typical bonus offered per job?,"\n    SELECT job_category, min_years_of_experience_bucket, COUNT(*) AS total_jobs, AVG(bonus_amount) AS avg_bonus \n    FROM(\n        SELECT \n            j.function AS job_category,\n            CASE \n                WHEN AVG(j.min_years_of_experience) < 2 THEN 'Less than 2 years of experience.'\n                WHEN AVG(j.min_years_of_experience) >= 2 AND AVG(j.min_years_of_experience) < 5 THEN 'Between 2 to 5 years of experience.'\n                WHEN AVG(j.min_years_of_experience) >= 5 AND AVG(j.min_years_of_experience) < 10 THEN 'Between 5 to 10 years of experience.'\n                ELSE 'More than 10 years of experience.'\n            END AS min_years_of_experience_bucket,\n            jd.bonus_amount AS bonus_amount\n        FROM `draftboard-368620.JEDIFY.jobs` AS j\n        LEFT JOIN `draftboard-368620.JEDIFY.job_details` AS jd ON jd.job_id = j.id\n        LEFT JOIN `draftboard-368620.JEDIFY.company_industries` AS ci ON j.company_id = ci.company_id\n        WHERE j.created_at >= '2024-08-01' AND j.created_at < '2024-09-01'\n        GROUP BY j.function, j.id, jd.bonus_amount\n    ) AS subquery\n    GROUP BY job_category, min_years_of_experience_bucket\n    ORDER BY avg_bonus DESC;\n    "
inquiry_nifhKEKZ,How does the average bonus amount vary by job function?,"\n    SELECT \n        j.function AS job_function, \n        COUNT(*) AS number_of_offers, \n        AVG(jd.bonus_amount) AS average_bonus_amount \n    FROM `draftboard-368620.JEDIFY.job_details` AS jd \n    JOIN `draftboard-368620.JEDIFY.jobs` j \n        ON jd.job_id = j.id \n    WHERE j.function IS NOT NULL \n        AND jd.created_at >= '2024-08-01'\n        AND jd.created_at < '2024-11-10'\n    GROUP BY j.function \n    ORDER BY average_bonus_amount DESC\n    "
inquiry_XVzXzKHh,"What are the power scout count, application events, and interview metrics for last month?","\n    select month, count(distinct scout_id ) over (partition by month) as total_monthly_active_scouts,scout_id,scout_name,scout_email,total_scout_monthly_events,scout_approved_events,scout_declined_events,scout_Link_shared_events,involved_company_names,involved_job_names,involved_candidate_names from (select distinct e.month, e.scout_id,max(u.name) as scout_name,max(con.email) as scout_email, count(DISTINCT event_id) as total_scout_monthly_events, sum(approved) as scout_approved_events, sum(declined) as scout_declined_events, sum(Link_shared) as scout_Link_shared_events, STRING_AGG(distinct co.name, ', ') AS involved_company_names, STRING_AGG(distinct j.title, ', ') AS involved_job_names, STRING_AGG(distinct concat(ca.first_name,"" "",ca.last_name), ', ') AS involved_candidate_names,  from  (select distinct  JSON_EXTRACT_SCALAR(DATA, '$.dms.scout_id') AS scout_id ,JSON_EXTRACT_SCALAR(DATA, '$.dms.contact_id') AS contact_id,JSON_EXTRACT_SCALAR(DATA, '$.dms.job_id') as job_id, id AS event_id, created_at AS event_date, cast(DATE_TRUNC(created_at, MONTH) as date) as month, (case when event_name = ""Approved"" then 1 else 0 end) as approved, (case when event_name = ""Declined"" then 1 else 0 end) as declined, (case when event_name in (""LinkShared"",""WatchlistShared"") then 1 else 0 end) as Link_shared   FROM `draftboard-368620.JEDIFY.analytic_events`   where event_name in (""Approved"",""Declined"",""LinkShared"",""WatchlistShared"") and JSON_EXTRACT_SCALAR(DATA, '$.dms.scout_id') is not null AND created_at >= '2024-09-01' AND created_at < '2024-11-08') e left join `JEDIFY.jobs` j on e.job_id = j.id left join `JEDIFY.companies` co on j.company_id = co.id left join `JEDIFY.candidates` ca on e.contact_id = ca.contact_id left join `JEDIFY.users` u on e.scout_id = u.id left join `JEDIFY.user_roles` ur on e.scout_id = ur.user_id left join `JEDIFY.contacts` con on u.contact_id = con.id where ur.role = 10 group by e.month,e.scout_id) q1   where total_scout_monthly_events <= 5 order by month desc, total_scout_monthly_events desc\n    "
inquiry_lJWAMwzl,What is the trend in the number of new scout signups per month?,"\n    SELECT FORMAT_TIMESTAMP('%m/%d/%Y', DATE_TRUNC(DATE(t.created_at), MONTH)) AS signup_month, \n    COUNT(DISTINCT t.id) AS new_scout_signups \n    FROM `draftboard-368620.JEDIFY.users` AS t \n    JOIN `draftboard-368620.JEDIFY.user_roles` AS ur ON t.id = ur.user_id \n    WHERE ur.role = 10 \n    AND t.created_at >= '2024-10-06' \n    AND t.created_at < '2024-10-26'\n    GROUP BY signup_month \n    ORDER BY signup_month\n    "
inquiry_RsPUyiGK,What is the average number of candidates per job?,"\n    SELECT AVG(candidate_count) AS average_candidates_per_job \n    FROM (\n        SELECT ja.job_id, COUNT(DISTINCT ja.contact_id) AS candidate_count \n        FROM `draftboard-368620.JEDIFY.job_applications` ja\n        JOIN `draftboard-368620.JEDIFY.jobs` j ON ja.job_id = j.id\n        JOIN `draftboard-368620.JEDIFY.candidate_locations` cl ON ja.contact_id = cl.candidate_id\n        JOIN `draftboard-368620.JEDIFY.company_industries` ci ON j.company_id = ci.company_id\n        JOIN `draftboard-368620.JEDIFY.company_ats` ca ON j.company_id = ca.company_id\n        WHERE j.created_at >= '2024-10-24' \n        AND j.created_at < '2024-10-31'\n        AND cl.country_name IN ('Algeria', 'Argentina', 'Armenia', 'Albania', 'Virgin Islands (US)', 'Vietnam')\n        AND j.function IN ('BD & Partnerships', 'Business Intelligence', 'Customer Success')\n        AND ci.title IN ('Analytics', 'BioTech', 'Climate', 'AI')\n        AND ca.partner <> 'draftboard'\n        GROUP BY ja.job_id\n    )\n    "
inquiry_YiqnKzWH,What is the average number of candidate rejections per job?,"\n    WITH Rejections AS (\n        SELECT j.title, COUNT(DISTINCT(COALESCE(ja.user_contact_id,ja.job_id))) AS rejections \n        FROM `draftboard-368620.JEDIFY.job_applications` ja \n        JOIN `draftboard-368620.JEDIFY.jobs` j ON ja.job_id = j.id \n        WHERE ja.status IN (13, 14, 17, 27)\n        AND ja.created_at >= '2024-10-01' \n        AND ja.created_at < '2024-10-31'\n        GROUP BY j.title\n    ), \n    Submissions AS (\n        SELECT j.title, COUNT(DISTINCT(COALESCE(ja.user_contact_id,ja.job_id))) AS submissions \n        FROM `draftboard-368620.JEDIFY.job_applications` ja \n        JOIN `draftboard-368620.JEDIFY.jobs` j ON ja.job_id = j.id \n        WHERE ja.created_at >= '2024-10-01' \n        AND ja.created_at < '2024-10-31'\n        GROUP BY j.title\n    ) \n    SELECT s.title, s.submissions, COALESCE(r.rejections, 0) AS rejections, \n    IFNULL(SAFE_DIVIDE(r.rejections,s.submissions), 0) AS average_rejection_rate \n    FROM Submissions s \n    LEFT JOIN Rejections r ON s.title = r.title \n    ORDER BY submissions DESC \n    LIMIT 30\n    "
inquiry_EkKbSpwe,How much time does it take to hold an ATS review?,"\nSELECT partner, AVG(diff) AS avg_days_to_review_by_ats \nFROM (\n  SELECT ca.partner, DATE_DIFF(ja.reviewed_at, ja.created_at, day) AS diff \n  FROM `draftboard-368620.JEDIFY.job_applications` ja \n  JOIN `draftboard-368620.JEDIFY.company_ats` ca ON ja.company_id = ca.company_id \n  WHERE ja.created_at IS NOT NULL \n    AND ja.reviewed_at IS NOT NULL \n    AND ca.partner IS NOT NULL\n    AND ja.created_at >= '2024-08-01' \n    AND ja.created_at < '2024-09-30'\n) \nGROUP BY partner \nORDER BY avg_days_to_review_by_ats\n"
inquiry_VYBTFSdD,What are the most popular positions posted?,"\nSELECT title, COUNT(*) AS job_count \nFROM `draftboard-368620.JEDIFY.jobs` AS j \nWHERE j.published_at IS NOT NULL\n  AND j.published_at >= '2024-09-01' \n  AND j.published_at < '2024-10-23'\nGROUP BY title \nORDER BY job_count DESC\n"
inquiry_eguadDeh,What is the average number of interviews held before rejection?,"\nWITH interviews AS (\n  SELECT application_id\n  FROM (\n    SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.application_id') AS application_id\n    FROM `draftboard-368620.JEDIFY.analytic_events`\n    WHERE created_at >= '2024-07-01' AND created_at < '2024-08-31'\n    UNION ALL\n    SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.application_id') AS application_id\n    FROM `draftboard-368620.JEDIFY.records`\n    WHERE created_at >= '2024-07-01' AND created_at < '2024-08-31'\n  )\n  WHERE event_name = 'Interaction'\n)\nSELECT AVG(num_interviews) AS avg_interviews_before_rejection\nFROM (\n  SELECT mja.id, COUNT(*) AS num_interviews\n  FROM interviews\n  LEFT JOIN `draftboard-368620.JEDIFY._job_applications` AS mja ON mja.id = interviews.application_id\n  WHERE mja.status = 27\n    AND mja.created_at >= '2024-07-01' AND mja.created_at < '2024-08-31'\n  GROUP BY mja.id\n)\n"
inquiry_bFuqHCxS,Show me the 10 scouts that submitted the most applicants but had the least placements.,"\nSELECT ja.scout_id, COUNT(DISTINCT ja.id) AS Total_Applicants, COUNT(DISTINCT CASE WHEN ja.highest_status IN(100, 50) THEN ja.id END) AS Successful_Placements \nFROM `draftboard-368620.JEDIFY.job_applications` AS ja \nLEFT OUTER JOIN `draftboard-368620.JEDIFY.jobs` j ON ja.job_id = j.id \nLEFT OUTER JOIN `draftboard-368620.JEDIFY.company_industries` ci ON j.company_id = ci.company_id \nWHERE ja.highest_status IS NOT NULL \n  AND ja.created_at >= '2024-06-01' \n  AND ja.created_at < '2024-09-30'\nGROUP BY ja.scout_id \nORDER BY Total_Applicants DESC, Successful_Placements ASC \nLIMIT 10\n"
inquiry_VkveWvyt,How many candidates have been placed in jobs so far?,"\nSELECT count(distinct id) AS `Placed_Candidates`\nFROM `draftboard-368620.JEDIFY.job_applications`\nWHERE `highest_status` in (100,35,50)\n  AND created_at >= '2024-10-03'\n  AND created_at < '2024-10-10'\n"
inquiry_HsamYndu,What is the typical test period required for a job?,"\nSELECT job_category, min_years_of_experience_bucket, COUNT(*) AS total_jobs, AVG(probation_period) AS avg_probation_period_in_days \nFROM (\n  SELECT j.function AS job_category, \n    CASE \n      WHEN AVG(j.min_years_of_experience) < 2 THEN 'Less than 2 years of experience.'\n      WHEN AVG(j.min_years_of_experience) >= 2 AND AVG(j.min_years_of_experience) < 5 THEN 'Between 2 to 5 years of experience.'\n      WHEN AVG(j.min_years_of_experience) >= 5 AND AVG(j.min_years_of_experience) < 10 THEN 'Between 5 to 10 years of experience.'\n      ELSE 'More than 10 years of experience.'\n    END AS min_years_of_experience_bucket,\n    jd.probation_period AS probation_period\n  FROM `draftboard-368620.JEDIFY.jobs` AS j\n  LEFT JOIN `draftboard-368620.JEDIFY.job_details` AS jd ON jd.job_id = j.id\n  WHERE j.created_at >= '2024-10-01' AND j.created_at < '2024-10-08'\n  GROUP BY j.function, j.id, jd.probation_period\n) AS subquery\nGROUP BY job_category, min_years_of_experience_bucket\nORDER BY avg_probation_period_in_days DESC;\n"
inquiry_FcCaKXHt,How often is a job posted?,"\nWITH JobPostDates AS (\n    SELECT\n        DATE(published_at) AS job_post_date,\n        LEAD(DATE(published_at)) OVER (ORDER BY DATE(published_at)) AS next_job_post_date\n    FROM `draftboard-368620.JEDIFY.jobs`\n    WHERE published_at >= '2024-09-30' AND published_at < '2024-10-07'\n),\nDateDiffs AS (\n    SELECT\n        job_post_date,\n        DATE_DIFF(next_job_post_date, job_post_date, DAY) AS days_between_posts\n    FROM JobPostDates\n    WHERE next_job_post_date IS NOT NULL\n)\nSELECT\n    COUNT(*) AS total_jobs,\n    AVG(days_between_posts) AS avg_days_between_posts\nFROM DateDiffs;\n"
inquiry_XfPHKWiI,How many of the applications sent to ATS are rejected?,"\nSELECT COUNT(*) AS `Total sent to ATS`, COUNT(CASE WHEN ja.status=17 THEN 1 ELSE NULL END) AS `Rejected by ATS`\nFROM `draftboard-368620.JEDIFY.job_applications` ja\nJOIN `draftboard-368620.JEDIFY.company_ats` ca ON ja.company_id=ca.company_id\nWHERE ca.partner <> 'draftboard'\n  AND ja.created_at >= '2024-07-01'\n  AND ja.created_at < '2024-10-01'\n"
inquiry_kXanqZtW,How many of the total applications are sent for an ATS review?,"\nDECLARE start_date DATE DEFAULT '2024-09-01';\nDECLARE end_date DATE DEFAULT '2024-10-04';\nDECLARE days_diff INT64 DEFAULT DATE_DIFF(end_date, start_date, DAY);\n\nWITH BucketedData AS (\n    SELECT\n        ja.company_id,\n        ca.partner,\n        CASE\n            WHEN days_diff < 30 THEN FORMAT_DATE('%m/%d/%Y', DATE(ja.created_at))\n            WHEN days_diff <= 90 THEN FORMAT_DATE('%m/%d/%Y', DATE_TRUNC(DATE(ja.created_at), WEEK))\n            ELSE FORMAT_DATE('%m/%d/%Y', DATE_TRUNC(DATE(ja.created_at), MONTH))\n        END AS bucket\n    FROM \n        `draftboard-368620.JEDIFY.job_applications` ja\n    JOIN \n        `draftboard-368620.JEDIFY.company_ats` ca ON ja.company_id = ca.company_id\n    WHERE \n        ja.created_at >= '2024-09-01' AND ja.created_at < '2024-10-04'\n)\n\nSELECT\n    bucket AS date,\n    COUNT(*) AS `Total applications`,\n    COUNT(CASE WHEN partner <> 'draftboard' THEN 1 ELSE NULL END) AS `Sent to ATS`\nFROM\n    BucketedData\nGROUP BY\n    bucket\nORDER BY\n    bucket DESC;\n"
inquiry_CETFVzSs,How many new jobs have been created?,
inquiry_pjWkDyeL,Produce a summary of job referrals per scout forw whole 2024,"\nSELECT u.name, COUNT(DISTINCT ja.id) AS jobs_referred, SUM( CASE WHEN ja.status IN (100,35,50) THEN 1 ELSE 0 END) AS successful_referrals, SUM(CASE WHEN ja.status IN (13,14,17) THEN 1 ELSE 0 END ) AS rejected_referrals\nFROM `draftboard-368620.JEDIFY.users` AS u\nJOIN `draftboard-368620.JEDIFY.job_applications` AS ja ON u.id = ja.scout_id\nWHERE u.name IS NOT NULL \n  AND u.name <> '' \n  AND ja.created_at >= '2024-09-04' \n  AND ja.created_at < '2024-09-11'\nGROUP BY u.name, u.rating\nORDER BY successful_referrals DESC, rejected_referrals DESC, jobs_referred DESC\nLIMIT 30\n"
inquiry_FRveFqvJ,What is the total number of jobs posted to date?,\nSELECT COUNT(DISTINCT `id`) AS total_jobs \nFROM `draftboard-368620.JEDIFY.jobs` AS t \nWHERE published_at IS NOT NULL\n  AND published_at >= '2024-08-06' \n  AND published_at < '2024-08-13'\n
inquiry_pmrCweLv,Which companies signed up?,\nSELECT DISTINCT company_name\nFROM `moz-fx-data-shared-prod.revenue_derived.stripe_customers_v1`\nWHERE created_at >= '2024-07-30' AND created_at < '2024-08-06'\n
inquiry_ZQDaIhAe,What is the drop-off from joining as a company to posting a job to placing a candidate?,"\nWITH hiredCompanyIds AS(\n  SELECT company_id\n  FROM(\n    SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.comapnyId') AS company_id,\n    FROM `draftboard-368620.JEDIFY.analytic_events`\n    WHERE event_name = 'Hired'\n    AND created_at >= '2024-07-26' AND created_at < '2024-08-02'\n    UNION ALL\n    SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.comapnyId') AS company_id,\n    FROM `draftboard-368620.JEDIFY.records`\n    WHERE event_name = 'Hired'\n    AND created_at >= '2024-07-26' AND created_at < '2024-08-02'\n    UNION ALL\n    SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.company_id') AS company_id,\n    FROM `draftboard-368620.JEDIFY.analytic_events`\n    WHERE event_name = 'Hired'\n    AND created_at >= '2024-07-26' AND created_at < '2024-08-02'\n    UNION ALL\n    SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.company_id') AS company_id,\n    FROM `draftboard-368620.JEDIFY.records`\n    WHERE event_name = 'Hired'\n    AND created_at >= '2024-07-26' AND created_at < '2024-08-02'\n  )\n  WHERE company_id IS NOT NULL\n)\nSELECT\n  COUNT(DISTINCT c.id) AS companies,\n  COUNT(CASE WHEN j.jobs_count>=1 THEN 1 ELSE NULL END) AS companies_with_at_least_one_job,\n  COUNT(DISTINCT hiredCompanyIds.company_id) AS companies_with_at_least_one_hire\nFROM `draftboard-368620.JEDIFY.companies` AS c\nLEFT JOIN (\n  SELECT company_id, COUNT(DISTINCT id) AS jobs_count\n  FROM `draftboard-368620.JEDIFY.jobs`\n  WHERE created_at >= '2024-07-26' AND created_at < '2024-08-02'\n  GROUP BY company_id\n) AS j ON j.company_id=c.id\nLEFT JOIN hiredCompanyIds ON hiredCompanyIds.company_id=c.id\nWHERE c.created_at >= '2024-07-26' AND c.created_at < '2024-08-02'\n"
inquiry_pqMZPRtD,What is the trend in activation time for scouts over a specified period?,"\nDECLARE start_date DATE DEFAULT '2024-07-22';\nDECLARE end_date DATE DEFAULT '2024-07-29';\nDECLARE days_diff INT64 DEFAULT DATE_DIFF(end_date, start_date, DAY);\nWITH UserData AS (\n    SELECT \n        u.created_at, \n        u.id,\n        DATE_DIFF(MIN(ja.created_at), MIN(u.created_at), DAY) AS days_to_activate\n    FROM \n        `JEDIFY.users` u\n    JOIN `JEDIFY.user_roles` ur ON u.id = ur.user_id\n    JOIN `JEDIFY.job_applications` ja ON u.id = ja.scout_id\n    GROUP BY \n        u.id, u.created_at\n    HAVING\n    COUNT(DISTINCT ur.role)=1 AND MAX(ur.role)=10\n),\nBucketedData AS (\n    SELECT\n        CASE \n            WHEN days_diff < 30 THEN FORMAT_DATE('%m/%d/%Y', DATE(u.created_at))\n            WHEN days_diff <= 90 THEN FORMAT_DATE('%m/%d/%Y', DATE_TRUNC(DATE(u.created_at), WEEK(MONDAY)))\n            ELSE FORMAT_DATE('%m/%d/%Y', DATE_TRUNC(DATE(u.created_at), MONTH))\n        END AS bucket,\n        u.id,\n        u.days_to_activate\n    FROM \n        UserData u\n    WHERE \n        u.created_at >= '2024-07-22' AND u.created_at < '2024-07-29'\n)\nSELECT\n    bucket AS bucket_size,\n    COUNT(DISTINCT id) AS created_scouts,\n    AVG(days_to_activate) AS avg_days_to_activate\nFROM \n    BucketedData\nGROUP BY \n    bucket_size\nORDER BY \n    bucket_size DESC;\n"
inquiry_jFkDobwd,How does the ARR distribution compare between Enterprise and SMB accounts?,
inquiry_IpoCymGi,"Which companies are served by the ""Greenhouse"" partner?",SELECT c.name FROM `JEDIFY.company_ats` ca JOIN `JEDIFY.companies` c ON ca.company_id = c.id WHERE (ca.partner = 'greenhouse' OR ca.partner = 'greenhouseboard')   AND ca.created_at >= '2024-06-30'   AND ca.created_at < '2024-07-07'
